Rank,City,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
24,Abu Dhabi,88.8,72.1,55.9,5,28,45.4,43.9,2023
54,Abu Dhabi,87.1,68.4,59.3,6.4,39.6,49.4,43.9,2024
26,Abu Dhabi,88.4,72.4,52.6,6.4,30,45.3,43.9,2025
90,Abu Dhabi,88.9,72.5,54.1,6.8,30,45.2,43.9,2026
141,Ad Dammam,71.8,60.2,41.3,2.4,28.4,56.1,27.3,2026
9,Adelaide,68.9,78.3,81.1,6.6,28,21.5,95,2023
63,Adelaide,66.7,68,81.7,11.3,45.7,28.8,95,2024
17,Adelaide,67.2,74.1,61.5,7.5,35.3,24.1,95,2025
36,Adelaide,66.8,72.6,68.2,9.6,37.9,25,95,2026
191,Ahmedabad,67.9,66.4,24.1,9,39.8,72.5,49.3,2023
150,Ahmedabad,67.6,64.9,24.2,10,38.9,72.7,49.3,2024
202,Ahmedabad,68.3,67.7,21.1,9.4,38.6,72.4,49.3,2025
235,Ahmedabad,68.5,67.5,21.2,7.9,39.9,71.9,49.3,2026
37,Albuquerque,28.5,62.8,68.1,3.8,27.6,33.2,67.1,2023
74,Albuquerque,28.3,62.6,69.8,3.7,40.2,39,67.1,2024
99,Albuquerque,29.1,62.7,63.2,3.1,25.9,35.4,67.1,2026
247,Alexandria,54.6,45.3,17.9,21,44.9,73.5,95.5,2025
289,Alexandria,54.6,45.8,21.6,23.5,44.3,73.8,95.5,2026
223,Almaty,36.7,47.7,30.9,12.8,38.2,77.9,58.3,2023
179,Almaty,46.3,48.7,35.9,12.2,39.7,78.6,58.3,2024
234,Almaty,46.7,50,28,10.8,39.7,78.8,58.3,2025
272,Almaty,46.9,50.9,33,10.3,38.8,78.8,58.3,2026
186,Amman,61.2,65,48.7,8.3,42.1,75.9,89,2023
148,Amman,61.6,65.1,44.5,8,41.6,75.9,89,2024
203,Amman,62.4,65.2,39.6,7.7,40.3,76.9,89,2025
246,Amman,62.6,65.6,42.5,8.7,40.6,76.9,89,2026
14,Amsterdam,68,72.3,71.4,10.3,26.6,28.5,87.5,2023
10,Amsterdam,71.5,78,69.9,10.6,24.2,24.9,87.5,2024
12,Amsterdam,71.6,78.9,67.7,10.3,24.1,24.5,87.5,2025
8,Amsterdam,74.3,81.5,82.6,9.3,22.1,22.6,87.5,2026
88,Anchorage,37.7,61.2,88,2.8,26.8,15.7,41.6,2023
83,Anchorage,37.1,61.5,81.5,3.3,25.6,15.7,41.6,2026
159,Ankara,60.5,68.8,28.7,8.6,36.4,65.6,91.5,2023
129,Ankara,60.7,69.2,33.5,10.4,36.2,65.4,91.5,2024
180,Ankara,60.6,69.9,35.5,9,36.2,64.5,91.5,2025
205,Ankara,60.5,70,38.9,7.8,36.5,64.4,91.5,2026
155,Antalya,70.9,72.6,35.5,14.8,36.2,43.6,91.5,2025
154,Antalya,70.7,73.5,40.1,10.2,36.2,44.6,91.5,2026
102,Antwerp,60,81,69.1,6.1,37.8,58.4,85.4,2023
119,Antwerp,60.1,79.8,61.2,7.7,37,59,85.4,2025
136,Antwerp,60.1,79.8,71.6,6.1,38.8,58.2,85.4,2026
168,Astana (Nur-Sultan),66.1,67.3,29.4,7.7,32.3,51.8,21.3,2023
204,Astana (Nur-Sultan),67.5,67.2,26.9,8.5,33.3,55.5,21.3,2025
233,Astana (Nur-Sultan),66.8,67.3,29.7,7.1,35.4,55.1,21.3,2026
179,Athens,44.1,56.9,59.8,13.5,38.2,57.3,95.2,2023
151,Athens,43.9,56.7,55.9,14.9,38.2,57.2,95.2,2024
199,Athens,44.7,58.1,47.8,14.7,37.7,55.3,95.2,2025
231,Athens,44.8,58.5,57.9,14.3,37.2,55.2,95.2,2026
82,Atlanta,36.5,69.6,73.8,3.3,41.7,44.8,89.7,2023
51,Atlanta,36,67.8,80.3,5.7,44.4,45.6,89.7,2024
61,Atlanta,35.9,67,71.7,2.5,41.4,45,89.7,2025
93,Atlanta,35.8,65.9,75.3,3.1,41.3,45,89.7,2026
59,Auckland,51.8,71.7,78.1,10.7,36.9,28.7,99.9,2023
67,Auckland,50.4,67.9,73.2,13.4,44.7,34.2,99.9,2024
62,Auckland,49.9,69.2,59.1,10.7,37.4,31.2,99.9,2025
88,Auckland,49.5,69,62.5,10.4,37.5,31.1,99.9,2026
30,Austin,59.7,67.6,73.2,6,35,40.4,82.1,2023
29,Austin,59.3,68.3,73.3,5.5,37.6,42.3,82.1,2024
30,Austin,57.9,68.2,61.7,3.2,36.1,43.5,82.1,2025
57,Austin,55.7,64.9,66.4,5.1,40.5,43.4,82.1,2026
194,Baku,69.5,46.6,30.9,14.2,37.8,75.1,91.4,2023
159,Baku,69.6,47.7,33.5,14.4,36.8,74.4,91.4,2024
221,Baku,69.8,47.7,30.7,15.5,38,74.3,91.4,2025
262,Baku,69.9,48.2,32.3,16.2,38.3,74.1,91.4,2026
76,Baltimore,24.5,77.3,76.4,1,31.2,50.4,81.2,2023
108,Baltimore,26.9,76.4,65.8,2.5,31.5,52,81.2,2025
138,Baltimore,28,72.2,71.8,2.8,31.7,52,81.2,2026
165,Bangalore,45.4,66.1,25.7,6.1,52.7,82.8,89.4,2023
137,Bangalore,46.6,65.2,29.4,9.5,54.1,81.9,89.4,2024
177,Bangalore,45.8,65.2,23.2,7.4,53.6,82.7,89.4,2025
221,Bangalore,46,65.3,21.9,7.8,53.6,82.4,89.4,2026
227,Bangkok,59.5,77.1,49.8,31.5,45.6,77.1,58.4,2023
184,Bangkok,60.2,77,42.4,30.5,45.6,77.5,58.4,2024
243,Bangkok,60.7,77.2,37.1,28.6,45.4,78,58.4,2025
282,Bangkok,61.8,77.3,41.4,28.7,44.9,77.7,58.4,2026
182,Banja Luka,65.5,46.8,33.7,15.2,22.4,55.5,82.8,2025
217,Banja Luka,64.6,46.1,42.6,14.5,22.4,56.1,82.8,2026
128,Barcelona,50.2,77.6,58.7,10.7,29.7,65.7,95.7,2023
107,Barcelona,48.4,77,53.7,11.5,30.6,64.7,95.7,2024
152,Barcelona,48.3,76.3,50.6,12.5,30.3,63.6,95.7,2025
184,Barcelona,48.1,76.7,59.2,12.2,30,63,95.7,2026
5,Basel,72.9,71.6,98,8.5,27.6,24.9,82.8,2025
15,Basel,68.6,69.3,112.4,9.6,36.9,31.4,82.8,2026
225,Beijing,71.6,67.9,46.2,45.8,43.4,80.3,57.6,2023
166,Beijing,73,68.7,37.1,33.7,43.3,78.3,57.6,2024
224,Beijing,74.1,69.4,36.6,34.7,43.6,77.9,57.6,2025
264,Beijing,74.9,70.2,38,32.9,43.2,77.2,57.6,2026
240,Beirut,53.7,65.2,80.3,41.3,39.8,93.7,94.7,2023
195,Beirut,53.4,64.8,48,41,39.3,93.9,94.7,2024
246,Beirut,53.3,64.9,42.4,19.8,39.6,93.9,94.7,2025
290,Beirut,53.2,64.9,48,23.1,39.3,93.7,94.7,2026
64,Belfast,54.6,70.7,61.8,7.4,39.1,27.4,90.8,2023
48,Belfast,52.8,71.7,55.3,4.3,37.6,26.5,90.8,2025
80,Belfast,52,70.7,65.9,5.5,37.6,26.5,90.8,2026
198,Belgrade,62.1,53.5,42.4,19.6,36.2,66.6,84.1,2023
163,Belgrade,61.3,53.2,42.7,19.6,36,68,84.1,2024
216,Belgrade,62.1,53,39.6,18.2,36.4,68.8,84.1,2025
247,Belgrade,62.2,53.1,47.6,16.5,36.5,69.2,84.1,2026
202,Belo Horizonte,36.3,63.9,34.5,20.7,43.4,52,98.5,2023
161,Belo Horizonte,36.9,64.5,34.6,16.6,43.6,52,98.5,2024
208,Belo Horizonte,39.9,64.7,26.3,13.5,43.6,53,98.5,2025
248,Belo Horizonte,40.4,64.4,31.6,15.1,43.1,52.8,98.5,2026
18,Bergen,75.1,75.8,72.2,7.4,23.6,19.8,78.8,2025
16,Bergen,76.2,75.3,85.6,7.3,26.2,19.8,78.8,2026
90,Berlin,56.8,68,69.7,11.4,34.4,39,83.3,2023
55,Berlin,55.8,68,65.7,11.4,33.4,38.7,83.3,2024
91,Berlin,55.4,67.5,59.6,11.2,33.6,38.6,83.3,2025
117,Berlin,55.5,66.5,70,10.6,33.3,38.4,83.3,2026
6,Bern,78.4,74.3,95,10.5,30.1,16.9,76,2025
19,Bern,74.1,70.2,110,10.5,39.8,25.3,76,2026
101,Birmingham,37.4,72.3,58.2,9.4,33.2,48.2,87.7,2023
80,Birmingham,36.4,71.9,61.6,6.1,33.2,49.4,87.7,2024
111,Birmingham,36.1,72,56.8,7.1,33.3,49.1,87.7,2025
145,Birmingham,36.2,71.2,68.6,7.2,33.3,48.6,87.7,2026
218,Bogota,34,65,24.5,21.8,52.3,70.3,97.1,2023
181,Bogota,33.3,65.4,31.7,21.2,51.9,70.2,97.1,2024
245,Bogota,33.6,65.8,26.7,22.1,51.8,70,97.1,2025
275,Bogota,33.3,66,32.8,18,51.4,69.9,97.1,2026
13,Boise,65,71.4,60.6,4,25.9,30.6,65.1,2025
64,Boise,61.6,64.5,66.7,5.8,37.5,36.5,65.1,2026
132,Bologna,52.4,77.4,66.2,10.6,32.9,58.5,88.1,2023
160,Bologna,51.9,76,58.9,10.3,32.8,60.2,88.1,2025
194,Bologna,51.3,76.1,68.3,10.5,32.5,61.8,88.1,2026
69,Boston,60.6,74.5,84.6,8.1,45,30.9,71.7,2023
60,Boston,58.7,69.4,89.2,10,46.3,35,71.7,2024
78,Boston,60.3,72.7,83.7,7.2,44.3,30.3,71.7,2025
71,Boston,60.3,72,86.2,7.4,44.3,30,71.7,2026
170,Brampton,44.5,68.5,58.8,9.7,41.7,36.9,59.2,2026
142,Brasilia,40.1,51.4,37.7,13.5,30.1,32.5,99,2023
122,Brasilia,40.5,52.3,36.2,15.6,30.6,30.6,99,2024
193,Brasilia,41.1,51.8,27.7,21,30.8,30,99,2025
195,Brasilia,41.3,52.7,32,14.7,31,30.3,99,2026
125,Bratislava,69.4,56.8,50.4,17,31,39.5,80.7,2023
95,Bratislava,69.5,55.8,52,15.8,30.5,37.5,80.7,2024
133,Bratislava,69.7,55.4,45.3,15.4,30.3,36.8,80.7,2025
169,Bratislava,69.5,55.7,54.5,14.8,30.2,36.8,80.7,2026
23,Brisbane,64.5,75.9,82.5,10.1,40.8,26.5,98.1,2023
38,Brisbane,63.4,71.2,70.9,11.1,46.7,30.6,98.1,2024
14,Brisbane,63.1,74.5,57.5,8.1,40.3,28.5,98.1,2025
34,Brisbane,61.8,71.2,64.8,7.4,42.7,32.9,98.1,2026
86,Bristol,58.3,74.4,65.6,10.2,30.2,45,88.5,2023
95,Bristol,57.5,72.4,61.3,10.1,31.2,46.5,88.5,2025
129,Bristol,57,73.2,71.1,8.9,31.1,48.1,88.5,2026
96,Brno,73.9,74.3,48.5,16.4,26.1,42.8,78.2,2023
45,Brno,74,75.7,44.8,13.7,26.2,40.3,78.2,2024
94,Brno,74.8,76.3,42.1,14.5,26.2,40.8,78.2,2025
125,Brno,75.4,76.1,53.2,14.9,26.3,40.3,78.2,2026
121,Brussels,45.4,73.9,68.8,6.7,36.7,61.7,83.8,2023
101,Brussels,45.1,73.4,67.3,6.7,36.9,61.7,83.8,2024
140,Brussels,45.5,73.8,61.9,7.6,36.8,61.6,83.8,2025
160,Brussels,44.6,73.6,73.5,6,36.8,62.5,83.8,2026
174,Bucharest,71.8,54.8,43.2,10.8,41,75.6,75.6,2023
142,Bucharest,71.9,54.8,41.3,10,40.8,75.1,75.6,2024
191,Bucharest,71.9,55,38.2,9.7,41.1,75.3,75.6,2025
228,Bucharest,71.5,55.3,46.3,10.7,41,75.4,75.6,2026
163,Budapest,65.2,52.6,45.3,14.8,39,53.8,78.4,2023
134,Budapest,65.6,52.2,46.8,14.2,39,54.1,78.4,2024
172,Budapest,65.9,52.3,38.6,13.7,38.8,53,78.4,2025
206,Budapest,66.1,52.2,51.1,14.3,38.8,52.9,78.4,2026
207,Buenos Aires,36.7,69,31.6,27.7,49.2,52.3,98.3,2023
172,Buenos Aires,36.5,68.4,27.5,27.6,49.7,52,98.3,2024
225,Buenos Aires,36.7,68.2,40.1,20.3,49.7,51.9,98.3,2025
254,Buenos Aires,37,68,48.8,15,49.8,51.5,98.3,2026
72,Buffalo,51.4,70.3,71.5,3.3,26.8,29.1,66.4,2026
117,Bursa,70.9,79.4,35.9,11.8,33,44,93.4,2023
110,Bursa,68.3,74.7,32.6,13.5,40.7,51.9,93.4,2024
109,Bursa,71.3,78,31.4,7.1,33.8,45.3,93.4,2025
116,Bursa,71.3,77.7,40.2,6.4,33.8,46.4,93.4,2026
226,Cairo,50,45.5,24.1,11.9,50.2,91.5,88.5,2023
191,Cairo,49.4,46.1,29.6,17.7,50,90.9,88.5,2024
255,Cairo,49.4,45.7,19.6,17.4,49.9,91,88.5,2025
295,Cairo,50,46.2,23.2,18.1,49.6,90.6,88.5,2026
36,Calgary,63.3,75,71.3,4.3,29.9,23.6,33.1,2023
47,Calgary,61.8,72.5,72.3,4.7,32.8,26.1,33.1,2024
74,Calgary,61.6,73.6,61,4.9,29.1,23.5,33.1,2025
95,Calgary,62.2,73.4,64.5,5.7,29.4,23.8,33.1,2026
28,Cambridge,70.8,74.9,69.8,11,34.3,32.2,91.4,2023
107,Cambridge,60.7,71.6,73.9,9.8,39.5,40.9,91.4,2026
154,Campinas,33.2,61.3,36.3,11,28.4,46.5,98.9,2023
179,Campinas,34.3,61.3,27,12.7,27.3,46,98.9,2025
223,Campinas,34.2,61.7,33.2,13,27.3,46.1,98.9,2026
4,Canberra,76.8,77.6,81.3,6.4,27.3,16.4,82.7,2023
77,Canberra,71.6,66.6,87.5,13,44.6,27.8,82.7,2024
31,Canberra,73.2,72.6,66.8,8.7,34.9,22.7,82.7,2025
39,Canberra,71.8,69.7,71.2,9.4,37.7,25.3,82.7,2026
123,Cape Town,26.4,68.6,37.2,6.9,42.9,39.1,98.2,2023
83,Cape Town,26.4,68.7,34.6,5.4,42.4,38.4,98.2,2024
125,Cape Town,26.3,68.8,31.3,5.2,42.4,38.6,98.2,2025
156,Cape Town,26.3,68.9,39.6,5.2,42.3,38.3,98.2,2026
237,Caracas,16.4,38.7,42.6,26.5,34.1,74,99.9,2023
193,Caracas,18,38.1,42.1,26.6,33.7,73.9,99.9,2024
257,Caracas,18.5,38.1,42.3,18.6,33.7,73.6,99.9,2025
294,Caracas,18.6,39.1,43.5,18.6,33.4,72.5,99.9,2026
217,Casablanca,45.4,44.8,33,15.3,46.8,82.7,98.1,2023
241,Casablanca,44.4,44.9,31.4,14.7,44,82.1,98.1,2025
281,Casablanca,45,44.5,35.2,15,44,82.1,98.1,2026
299,Cebu,49.6,60.7,33.5,33.7,36,84.3,60.4,2026
33,Charlotte,53.3,69.5,77.6,3.4,36.8,33.3,84,2023
30,Charlotte,53,69.2,77.7,4.2,36.7,35.3,84,2024
52,Charlotte,53.6,69.2,70,3.8,35.8,35.3,84,2025
56,Charlotte,50.8,67.9,69.8,3.8,35.8,34.8,84,2026
189,Chennai,59.8,69.5,23.3,11.7,47.3,74.6,53.2,2023
138,Chennai,60.4,69.5,22.7,8.2,46.8,74.5,53.2,2024
178,Chennai,60.3,69.6,20.8,8.1,46.7,74.5,53.2,2025
216,Chennai,60,69.7,20.7,8.2,46.6,74.1,53.2,2026
160,Chiang Mai,75.5,84.1,37.7,14,25.1,76.7,75.9,2023
164,Chiang Mai,78.2,85,29.6,11.6,26.5,77.8,75.9,2025
213,Chiang Mai,77.9,85.1,34.8,13.9,26.2,77.8,75.9,2026
116,Chicago,33.9,64.8,79,3.4,41.6,49.2,66.1,2023
100,Chicago,33.7,64.4,80,3.2,42.6,51.8,66.1,2024
134,Chicago,33.9,65.3,73.2,3,41.7,50.8,66.1,2025
140,Chicago,34.5,64.9,76,2.9,41.7,50.5,66.1,2026
180,Chisinau,56.1,51,33.9,11.4,28.2,63.8,76.9,2023
205,Chisinau,58,51.8,32,12.4,28.5,62.9,76.9,2025
237,Chisinau,58.3,51.8,36.5,13.5,28.1,63.4,76.9,2026
23,Christchurch,55.3,70.7,55,5.6,23.3,25.5,88.8,2025
42,Christchurch,55.1,70.2,59.4,7.2,23.4,25.5,88.8,2026
52,Cincinnati,51.9,68.8,64.4,2.6,24.7,44.1,73.2,2023
34,Cincinnati,51.5,68,54.6,2.5,27,43,73.2,2025
73,Cincinnati,50.5,68.6,62.5,3.4,33,43,73.2,2026
128,Cleveland,36.4,72.8,65.2,2.3,32.3,39.1,73.1,2026
119,Cluj-Napoca,77.5,64.5,41.3,15.9,29.6,44.1,74.3,2023
84,Cluj-Napoca,77.4,65.7,41.6,12.7,29.3,44,74.3,2024
114,Cluj-Napoca,78.1,65.8,37.2,12.7,29.5,43.1,74.3,2025
148,Cluj-Napoca,77.6,66.6,44.6,13.7,29.6,43.1,74.3,2026
162,Coimbatore,60,68.1,21.3,7.7,47.2,63.3,78.1,2023
192,Coimbatore,61.7,69.1,17.7,10.7,47,63.1,78.1,2025
229,Coimbatore,62,68.8,17.6,11.9,46.6,63.3,78.1,2026
92,Cologne,58,73.1,66.1,10.8,36.1,40.7,84.8,2023
23,Cologne,58.5,74.7,61.2,7.2,33.5,34.1,84.8,2024
85,Cologne,56.6,72.8,61.3,9.6,35.9,39.2,84.8,2025
100,Cologne,55.3,72,71.4,9,36.7,39.5,84.8,2026
235,Colombo,58.4,71.9,27.6,43.7,61.8,61.1,59.1,2023
190,Colombo,57.8,71.3,35.2,34.6,59.5,60.7,59.1,2024
258,Colombo,58,71.8,34.3,37,60,60,59.1,2025
302,Colombo,57.4,71.2,35.1,55.1,59.5,60,59.1,2026
65,Colorado Springs,58.5,63.3,73,2.9,26,30.2,51.4,2026
35,Columbus,52.8,68.4,73,6.7,29.1,32.3,71.3,2023
39,Columbus,50.4,68.5,71,5.3,31.1,32.7,71.3,2024
60,Columbus,50.5,70.7,66.8,3.9,31.3,29.9,71.3,2025
49,Columbus,50.7,68.6,69.4,3.3,31.2,30.9,71.3,2026
11,Copenhagen,73.5,78,82.3,9,28.5,21.4,83.7,2023
8,Copenhagen,73.8,76.6,79,9,28.6,22.6,83.7,2024
10,Copenhagen,74.2,77,71.3,8.4,27.8,21.3,83.7,2025
11,Copenhagen,74.3,78,85.7,8.9,26.9,22.5,83.7,2026
62,Cork,64.4,55.9,68.8,5.8,35.4,28.7,89.8,2023
26,Cork,64.5,57.4,68.7,5.7,33.9,26.4,89.8,2024
71,Cork,63.5,56.3,63.1,6.4,33.9,26.1,89.8,2025
74,Cork,62.8,55.5,72.2,5.9,34.1,26.1,89.8,2026
161,Cuenca,54,79.3,28.7,13.5,34.6,47,98.4,2025
185,Cuenca,54.5,79.6,30.5,9.6,34.6,47,98.4,2026
137,Curitiba,37.5,66.8,34.3,14.7,32.4,32,99.6,2023
118,Curitiba,37.8,65.9,34.4,17,32.6,31.1,99.6,2024
169,Curitiba,38.5,67.2,25.1,16.9,33.4,31.6,99.6,2025
198,Curitiba,39.3,67,31,16.1,33.1,30.9,99.6,2026
43,Dallas,48.9,66.2,77.1,2.6,35.6,42.6,81.9,2023
27,Dallas,48.4,66,72.6,3,40,43.2,81.9,2024
56,Dallas,48.5,66.1,65.8,3.1,34.9,41.3,81.9,2025
82,Dallas,48.3,66.2,72.9,5.5,35.3,40.9,81.9,2026
263,Davao,71.4,73.6,30,27.4,27.4,58,58.6,2026
222,Delhi,40.8,65.7,25,14.4,57.4,90.5,58.9,2023
169,Delhi,40.6,65.2,24.4,10.1,57.7,90.7,58.9,2024
230,Delhi,40.9,66.2,22.2,11,57.8,90.2,58.9,2025
286,Delhi,40.9,65.8,23,14.3,57.5,90.3,58.9,2026
61,Denver,54.7,69.5,81.7,3.5,36,43.6,56.3,2023
62,Denver,53.2,69.3,78.8,4.3,36.8,44.3,56.3,2024
90,Denver,52.3,69,71.6,4.2,35.7,44.2,56.3,2025
109,Denver,52,68.1,75.1,4.5,35.5,44,56.3,2026
143,Detroit,25.9,62.4,74,1.4,45.1,59.8,66,2023
226,Detroit,27.2,62.6,69.2,3.6,43.7,62.1,66,2026
239,Dhaka,36.8,40.1,29.6,15.4,61,93.5,71.3,2023
196,Dhaka,37.3,40.3,27.9,13.9,61.6,93.9,71.3,2024
260,Dhaka,37.7,40.2,23.6,13.2,61.4,94.3,71.3,2025
301,Dhaka,37.8,40,25.3,14,60.2,94.2,71.3,2026
212,Dnipro,47.3,53.2,27.1,12.3,33,80.4,69.5,2023
176,Dnipro,45.1,52.9,28.4,11.9,33,80.4,69.5,2024
236,Dnipro,46.1,53.9,26.6,12.6,33.5,80.5,69.5,2025
271,Dnipro,46.3,53.9,31,10.2,33.5,80.6,69.5,2026
98,Doha,85.5,73.8,59.6,6.4,29.8,59.8,36,2023
69,Doha,84,72.2,55.6,7.4,31.1,60.9,36,2024
77,Doha,84.1,73.4,47.8,6.2,29.1,59.9,36,2025
133,Doha,84.5,73.6,49.7,6.1,29.1,59.9,36,2026
49,Dubai,83.6,68.1,65.3,3.6,37.3,49.6,50.3,2023
57,Dubai,83.8,68.8,63,5.1,39.4,49.2,50.3,2024
86,Dubai,83.8,69.7,58,6.6,36.3,49,50.3,2025
102,Dubai,83.9,69.9,61.8,7,36.3,49.5,50.3,2026
134,Dublin,47.9,51.2,77.1,9.9,40.4,41,85.9,2023
109,Dublin,47,51.3,73.4,9.6,40.7,40.6,85.9,2024
137,Dublin,46.4,51.3,64.9,9.3,40.6,41.8,85.9,2025
173,Dublin,45.8,51.3,76.7,8.7,40.3,41.6,85.9,2026
131,Durban,19,58.4,37,3.4,26.1,52.8,95.6,2023
115,Durban,19,59,32.8,3.9,25.5,52.2,95.6,2024
151,Durban,19.4,58.6,28.6,5.1,25.5,52.9,95.6,2025
180,Durban,19.6,58.7,35.3,3.2,25.5,53.2,95.6,2026
42,Dusseldorf,64.6,72.2,68.1,11.1,31.1,34.6,86.4,2023
44,Dusseldorf,64.3,72.6,60.8,9.6,28.7,32.4,86.4,2025
22,Dusseldorf,67.3,73.4,73.9,9.2,26.2,27.8,86.4,2026
13,Edinburgh,69.1,78.8,61.4,8.3,29.4,28.8,84,2023
21,Edinburgh,68.8,78.2,69.7,8.8,30.7,28.7,84,2024
32,Edinburgh,68.9,76.1,64.8,7.8,30.9,28.1,84,2025
30,Edinburgh,69.6,77.7,73,8.2,26.3,25.9,84,2026
66,Edmonton,54.1,77.7,69.5,3.1,29.2,30.5,32.1,2023
43,Edmonton,53.6,76.3,64.6,4,29,29.1,32.1,2024
92,Edmonton,53.4,77.2,58.3,4.8,28.3,28.7,32.1,2025
111,Edmonton,53.2,77,62.1,3.9,27.9,28.7,32.1,2026
2,Eindhoven,77.2,77.6,68.5,5.7,24.4,21.2,85.4,2023
2,Eindhoven,77.8,78,64.4,5.9,24.1,19.6,85.4,2024
4,Eindhoven,78.4,79,59.9,6.4,24,19.2,85.4,2025
3,Eindhoven,79.1,80.2,71.7,7,22.6,19.6,85.4,2026
175,Florianopolis,52.9,60.7,26.9,15.1,42.1,40.6,97,2025
208,Florianopolis,53.6,60.5,33.7,14.6,42.1,40.6,97,2026
68,Fort Worth,56.8,64.6,66.9,3.2,27.3,53.4,81.6,2026
57,Frankfurt,55.3,75.2,70.1,13.2,25.7,36.3,84.7,2023
15,Frankfurt,53.7,74.8,63.9,8.2,27.2,36.3,84.7,2024
29,Frankfurt,53.9,77.9,61.8,8.7,23.4,33.2,84.7,2025
17,Frankfurt,55.5,78.2,74,7.2,23.5,32,84.7,2026
129,Gdansk,69.5,50.2,39.6,14.5,29.7,48.3,75.5,2023
105,Gdansk,66,50.3,42.8,12.1,30.3,52.4,75.5,2024
145,Gdansk,67.3,50.8,40.2,12.6,30.4,52.2,75.5,2025
179,Gdansk,68.7,50.5,49.7,12.6,30.6,51.6,75.5,2026
12,Geneva,70.3,72.7,107.1,12.1,26,24.5,82.6,2023
17,Geneva,69.4,72,109.8,13.5,28.7,25.4,82.6,2024
11,Geneva,69.6,70.3,100.7,11.5,32.5,24.6,82.6,2025
25,Geneva,70.6,72.6,116.5,13,32.6,24.4,82.6,2026
155,Genoa,55,66.5,62.3,6.2,33.7,50.3,95,2026
43,Gent,74.9,79.9,59.8,7.4,36.5,37.6,88.7,2025
9,Gent,76.2,83,73.2,6.5,25.2,24.9,88.7,2026
31,Glasgow,54.7,82.4,63.3,7.2,32.8,35.8,84.8,2023
28,Glasgow,54.9,78.9,66.2,6,31.3,34.2,84.8,2024
39,Glasgow,54.4,78.9,60.7,4.8,32,33.7,84.8,2025
43,Glasgow,54.8,78.9,67.8,5.3,29.2,33.7,84.8,2026
40,Gold Coast,52.9,77.3,70.4,8.9,30.3,24.3,97.7,2026
25,Gothenburg,53.4,67.9,62.2,8.8,25.8,20.6,77.5,2023
18,Gothenburg,53.6,67.8,62,8.3,25.3,20.2,77.5,2024
21,Gothenburg,54.2,69,56.2,7.8,24.1,19.5,77.5,2025
14,Gothenburg,54.2,69.9,68.7,6.8,23.8,19.5,77.5,2026
65,Graz,72.9,77.5,59.6,9.1,29.2,38.7,73.9,2025
51,Graz,72.8,77.1,71.3,7.8,29.3,38.7,73.9,2026
2,Groningen,78.1,76.4,54.5,5,20.1,18.8,83.5,2025
4,Groningen,78.4,80.8,68.7,7.3,19.1,17.6,83.5,2026
164,Guadalajara,37.3,79.7,37.4,7.9,41.6,61.5,92.8,2023
145,Guadalajara,37.7,79.8,45,12.9,41.3,59.8,92.8,2024
206,Guadalajara,37.7,79.5,34.2,14.9,41.8,58.3,92.8,2025
256,Guadalajara,37.6,78.3,41,17.5,41.6,59.9,92.8,2026
196,Guangzhou,70.4,67.3,35.6,28.6,36.2,69.9,80.3,2025
199,Guangzhou,71.4,67.2,36.2,22.1,36.2,68.1,80.3,2026
215,Guatemala City,36.2,64.1,43.4,14.3,49.8,72.8,99.9,2023
239,Guatemala City,37.7,63.7,39.6,14.4,50.3,72.8,99.9,2025
269,Guatemala City,37.7,63.6,41.6,10.9,49.2,72.8,99.9,2026
196,Gurgaon,45.7,64.5,27.5,7.4,36.7,91.5,59.9,2023
146,Gurgaon,45.4,63.8,26.6,8.4,35.7,91.2,59.9,2024
173,Gurgaon,46.4,65.1,24.7,7.9,35.4,90.9,59.9,2025
265,Gurgaon,45.9,65.1,24.7,12.8,37,90.8,59.9,2026
118,Haifa,72.3,73.9,64.3,11,28.6,71.2,93.6,2025
130,Haifa,71.8,74.5,80,10.5,28.5,69.3,93.6,2026
58,Halifax,59,68.1,67.9,5.2,30.6,23.2,59,2023
79,Halifax,59.1,66.5,69.6,10.6,33.2,25.4,59,2024
100,Halifax,59,65.9,59.3,8.6,31.4,24.1,59,2025
108,Halifax,61,65,63.3,5.4,31.4,24.3,59,2026
54,Hamburg,57.4,74,70.4,11.3,34.4,30.3,82.8,2023
31,Hamburg,57.9,75.5,69.8,11,32.9,28.3,82.8,2024
51,Hamburg,57.4,74.9,63.1,10.3,32.9,29.1,82.8,2025
29,Hamburg,60.3,76.4,71.9,9.2,30.5,26.7,82.8,2026
127,Hamilton,44.7,78.8,67.5,7.6,33,55.5,61.1,2023
181,Hamilton,43.8,74.5,58.9,4.9,35.8,60.2,61.1,2026
208,Hanoi,62.4,57.6,36.4,16.9,28.7,89,79,2023
174,Hanoi,64,57.7,31.7,19.6,28.2,89.4,79,2024
237,Hanoi,65.9,56.5,27.7,24.7,28.7,89.4,79,2025
285,Hanoi,66.2,56.9,28.4,31.1,28,89.3,79,2026
8,Helsinki,75.2,78.9,68.9,10.4,28.3,13.4,62.8,2023
6,Helsinki,75.3,79.8,69.4,10.1,25.7,12.6,62.8,2024
16,Helsinki,75.3,79.9,63.6,10.9,25.2,12.6,62.8,2025
23,Helsinki,74.6,80.3,74.3,10.7,24.5,12.5,62.8,2026
